LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
90.2,34,37,0,Female,2,34,0.31,0,0,0,1,0,0,0,0,0,0,0,1,3,3,7,60.97,1,1.64,0,0,0,1
223.7,52,23,0,Female,28,52,0.32,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,60.97,4,6.56,3,0,0,1
30,52,28,0,Female,2,52,0.21,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,60.97,1,1.64,0,0,0,1
30,57,20,0,Female,2,57,0.43,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,2,3.28,0,0,0,1
155.65,205,24,0,Female,11,205,0.38,1,0,1,0,0,0,0,0,0,0,0,1,17,0,7,59.01,0,0,0,0,0,1
212.6,14,18,1,Male,6,14,0.21,0,0,0,0,0,1,0,0,0,0,0,1,5,2,4,33.72,3,8.9,0,0,0,1
85.6,37,21,0,Female,3,37,0.8,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,67.97,4,5.88,0,0,0,1
73.5,28,24,0,Female,42,28,0.18,0,0,0,1,0,0,0,0,0,0,0,1,30,0,7,63,12,19.05,4,0,0,1
332.01,53,26,0,Female,22,53,0.78,0,0,0,1,0,0,0,0,0,0,0,1,63,48,2,17.42,2,11.48,3,0,0,1
188,35,22,1,Male,15,35,1.05,0,0,0,1,0,0,0,0,0,0,0,1,59,0,7,60.97,8,13.12,2,0,0,1
173.6,46,20,1,Male,7,46,0.81,0,0,0,1,0,0,0,0,0,0,0,1,24,0,7,59.99,2,3.33,0,0,0,1
70,30,20,0,Female,2,30,1,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,30.03,1,3.33,0,0,0,1
60.2,0,1,0,Female,1,0,0.95,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,8.58,4,46.62,0,0,0,0
85.4,57,31,1,Male,3,57,0.61,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,59.01,1,1.69,0,0,0,1
53.6,52,23,0,Female,2,52,0.11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,59.01,1,1.69,0,0,0,1
169.85,174,41,1,Male,7,174,0.29,0,0,1,0,0,0,0,0,0,0,0,1,9,0,7,90.02,0,0,0,0,0,1
68.8,243,24,0,Female,11,243,0.72,0,0,0,1,0,0,0,0,0,0,0,1,31,0,7,60.97,20,32.8,1,0,0,1
71.5,64,19,0,Female,3,64,0.08,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,17.42,0,0,0,0,0,1
80.4,60,39,0,Female,3,60,0.8,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,59.01,0,0,0,0,0,1
163.6,37,51,1,Male,7,37,0.71,0,0,1,0,0,0,0,0,0,0,0,1,19,19,2,17.42,5,28.7,0,0,0,1
349.2,36,17,1,Male,14,36,0.15,0,0,0,0,0,0,0,1,0,0,0,1,8,0,7,58.03,1,1.72,1,0,0,1
159.9,57,2,1,Male,4,57,0.49,0,0,1,0,0,0,0,0,0,0,0,1,8,7,2,17.42,1,5.74,0,0,0,1
237.2,42,21,1,Male,20,42,1.35,0,0,0,1,0,0,0,0,0,0,0,1,113,0,7,60.97,9,14.76,1,0,0,1
125.2,1,74,1,Male,5,1,2.52,0,0,0,0,0,0,0,0,0,1,0,1,46,0,7,59.01,45,76.26,1,0,0,0
161.1,84,38,0,Female,7,84,0.48,0,0,1,0,0,0,0,0,0,0,0,1,12,12,1,8.71,1,11.48,1,0,0,1
43.6,13,35,0,Female,0,13,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,27.02,4,14.8,0,0,0,1
213.85,39,31,0,Female,11,39,0.97,0,0,0,1,0,0,0,0,0,0,0,1,40,0,7,51.03,3,5.88,1,0,0,1
100.2,27,28,1,Male,1,27,0.81,0,0,1,0,0,0,0,0,0,0,0,1,6,0,7,51.03,8,15.68,0,0,0,0
403.2,160,25,0,Female,17,160,0.2,0,0,0,0,0,0,0,1,0,0,0,1,14,0,7,60.97,0,0,2,0,0,1
43.7,27,19,1,Male,2,27,0.1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,35,1,2.86,0,0,0,1
156.8,42,31,0,Female,22,42,0.74,0,0,0,1,0,0,0,0,0,0,0,1,67,0,7,60.97,9,14.76,1,0,0,1
1805.3,3,32,1,Male,48,3,0.37,0,0,0,0,0,0,0,1,0,0,0,1,73,0,7,60.97,2,3.28,4,0,0,0
134.2,279,18,0,Female,10,279,0.26,0,0,0,0,0,0,0,1,0,0,0,1,11,0,7,59.01,0,0,1,0,0,1
871.7,0,6,0,Female,27,0,0.81,0,0,1,0,0,0,0,0,0,0,0,1,89,85,2,17.42,16,91.85,3,0,0,0
240.4,40,21,1,Male,10,40,1.76,0,0,0,1,0,0,0,0,0,0,0,1,78,0,7,60.97,5,8.2,0,0,0,1
272.5,544,24,1,Male,25,544,0.13,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,60.97,1,1.64,2,0,0,1
1064.8,761,30,0,Female,61,761,1.31,0,0,1,0,0,0,0,1,0,0,0,2,321,0,7,56.98,13,22.82,5,0,0,0
155.6,2,41,0,Female,0,2,1.23,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,2.29,3,100,0,0,0,0
104.6,2,38,1,Male,3,2,0.74,0,0,1,0,0,0,0,0,0,0,0,1,7,6,1,8.86,8,90.29,0,0,0,1
180.2,43,5,0,Female,6,43,0.46,0,0,1,0,0,0,0,0,0,0,0,1,12,10,2,17.42,2,11.48,1,0,0,0
403.6,1,26,0,Female,10,1,2.42,0,0,0,1,0,0,0,0,0,0,0,1,88,0,7,60.97,19,31.16,2,0,0,1
457.6,479,49,1,Male,29,479,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,34.84,0,0,2,0,0,1
102.6,24,63,1,Male,3,24,0.37,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,30.03,3,9.99,0,0,0,1
45.6,30,21,1,Male,11,30,0.04,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,45.01,2,4.44,1,0,0,1
106.6,1,29,0,Female,4,1,0.66,0,0,1,0,0,0,0,0,0,0,0,1,14,14,1,8.71,7,80.37,0,0,0,1
83.2,299,21,1,Male,11,299,0.29,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,28.98,6,20.7,1,0,0,1
109.1,10,13,0,Female,2,10,0.28,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,17.42,3,17.22,0,0,0,1
100.45,201,25,1,Male,9,201,0.24,0,0,1,1,0,0,0,1,0,0,0,3,9,0,7,28.98,2,6.9,1,0,0,1
77.45,21,30,0,Female,2,21,0.9,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,59.01,7,11.86,0,0,0,1
381.4,31,3,1,Male,12,31,0.53,0,0,1,0,0,0,0,0,0,0,0,1,24,26,2,17.42,5,28.7,2,0,0,1
166,18,22,1,Male,8,18,1.41,0,0,0,1,0,0,0,0,0,0,0,1,46,0,7,60.97,11,18.04,0,0,0,1
59.6,51,19,0,Female,3,51,0.46,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,2,3.28,0,0,0,1
45.6,3,29,0,Female,2,3,1.24,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,59.99,11,18.34,0,0,0,1
224.1,205,34,1,Male,11,205,0.93,1,0,0,1,0,0,0,0,0,0,0,1,42,0,7,62.02,1,1.61,0,0,0,1
76.1,58,19,0,Female,3,58,0.28,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,60.97,2,3.28,0,0,0,1
161.2,0,21,0,Female,18,0,0.14,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,30.03,1,3.33,1,0,0,1
203.2,78,24,1,Male,10,78,1.91,0,0,0,1,0,0,0,0,0,0,0,1,79,0,7,60.97,15,24.6,1,0,0,1
56,36,24,1,Male,3,36,1.66,0,0,0,1,0,0,0,0,0,0,0,1,19,0,7,62.02,8,12.9,0,0,0,1
118.2,302,73,0,Female,12,302,0.06,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,62.02,0,0,1,0,0,1
223.4,31,49,0,Female,5,31,0.27,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,2,3.28,0,0,0,1
262.7,119,8,0,Female,11,119,0.25,0,0,1,0,0,0,0,0,0,0,0,1,11,10,1,8.71,0,0,1,1,1,1
692.5,3,15,0,Female,13,3,1.94,0,0,1,0,0,0,0,0,0,0,0,1,110,71,6,52.26,23,44.01,1,0,0,0
624.6,278,40,1,Male,46,278,0.15,0,0,0,1,0,0,0,1,0,0,0,2,28,0,7,60.97,0,0,3,0,0,1
214.6,10,38,1,Male,5,10,1.1,0,0,0,1,0,0,1,0,0,0,0,2,27,20,7,60.97,18,29.52,0,0,0,1
47.2,16,19,0,Female,1,16,0.9,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,30.03,7,23.31,0,0,0,0
257.35,145,29,1,Male,9,145,0.26,0,0,1,0,0,0,0,0,0,0,0,1,11,10,2,17.42,0,0,0,0,0,1
416.6,74,21,0,Female,12,74,1.03,0,0,1,0,0,0,0,0,0,0,0,1,50,49,2,17.42,1,5.74,1,0,0,1
429.2,0,32,1,Male,15,0,2.75,0,0,0,1,0,0,0,0,0,0,0,1,166,0,7,30.03,9,29.97,2,0,0,1
708.6,5,13,0,Female,12,5,0.8,0,0,1,0,0,0,0,0,0,0,0,1,42,73,2,17.42,10,57.41,1,0,0,0
194.4,47,40,0,Female,12,47,0.87,0,0,1,0,0,0,0,0,0,0,0,1,41,0,7,62.02,5,8.06,1,0,0,1
53.6,46,25,0,Female,4,46,0.36,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,6,9.84,0,0,0,1
128.6,11,33,1,Male,3,11,2.89,0,0,0,1,0,0,0,0,0,0,0,1,38,0,7,59.01,21,35.59,0,0,0,1
422.6,1,5,0,Female,13,1,0.49,0,0,1,0,0,0,0,0,0,0,0,1,26,25,2,17.42,8,45.92,1,0,0,0
394.6,25,21,1,Male,33,25,0.66,0,0,0,1,0,0,0,0,0,0,0,1,90,0,7,60.97,10,16.4,2,0,0,1
272.35,52,15,0,Female,8,52,0.81,0,0,0,0,0,1,0,0,0,0,0,1,27,27,2,17.42,1,5.74,0,0,0,1
91.1,128,40,0,Female,5,128,0.46,0,0,0,0,0,0,0,0,0,0,1,1,9,8,3,12.42,10,80.52,1,0,0,1
71.9,46,21,0,Female,2,46,0.36,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,56.98,3,5.27,0,0,0,1
418,21,25,0,Female,40,21,0.34,0,0,0,1,0,0,0,0,0,0,0,1,54,0,7,28,3,10.71,4,0,0,1
272,12,34,1,Male,22,12,0.71,0,0,0,1,0,0,0,0,0,0,0,1,60,0,7,21,10,47.62,3,0,0,1
332.2,53,42,1,Male,12,53,0.77,0,0,1,0,0,0,0,0,0,0,0,1,37,34,1,8.71,7,80.37,1,1,1,1
141.8,71,28,1,Male,5,71,0.5,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,67.97,0,0,0,0,0,1
1288.7,5,3,1,Male,23,5,0.64,0,0,1,0,0,0,0,0,0,0,0,1,61,60,2,17.42,5,28.7,2,0,0,0
167.2,128,21,0,Female,11,128,0.65,0,0,0,1,0,0,0,0,0,0,0,1,28,0,7,28.98,1,3.45,1,0,0,1
73.9,11,21,1,Male,12,11,0.35,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,39.97,7,17.51,2,0,0,1
134.6,51,23,1,Male,5,51,2.1,0,0,0,1,0,0,0,0,0,0,0,1,47,0,7,60.97,6,9.84,0,0,0,1
58,43,19,0,Female,4,43,1.59,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,60.97,9,14.76,0,0,0,1
205.4,42,24,0,Female,9,42,0.33,0,0,1,0,0,0,0,0,0,0,0,1,13,0,7,60.97,3,4.92,0,0,0,1
297.6,31,64,0,Female,7,31,1.52,0,0,0,0,0,0,0,0,0,1,0,1,53,53,2,19.42,9,46.34,0,0,0,1
1430.8,114,7,0,Female,42,114,0.81,0,0,1,0,0,0,0,0,0,0,0,1,138,147,4,33.72,0,0,3,0,0,1
266.2,307,55,0,Female,12,307,0.17,0,0,1,1,0,0,0,0,0,0,0,2,8,8,4,34.84,0,0,1,0,0,1
99.1,271,23,1,Male,21,271,0.21,1,0,0,1,0,0,0,0,0,0,0,1,18,0,7,30.03,3,9.99,1,0,0,1
263.6,3,34,1,Male,8,3,2.64,0,0,0,1,0,0,0,0,0,0,0,1,102,0,7,60.97,25,41,0,0,0,1
1241.15,2,4,1,Male,40,2,0.44,0,0,1,0,0,0,0,0,0,0,0,1,70,55,2,17.14,4,23.34,4,0,0,0
1383.7,5,11,0,Female,52,5,0.34,0,0,1,0,0,0,0,0,0,0,0,1,71,69,2,17.42,2,11.48,5,0,0,0
354.7,11,44,0,Female,14,11,0.66,0,0,0,1,0,0,0,0,0,0,0,1,38,0,7,30.03,4,13.32,1,0,0,1
666.3,53,50,1,Male,35,53,0.97,0,0,0,1,0,0,0,0,0,0,0,1,133,0,7,67.97,4,5.88,4,0,0,1
40.4,49,20,1,Male,2,49,0.61,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,4,6.56,0,0,0,1
45.2,336,24,1,Male,12,336,0.08,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,60.97,2,3.28,1,0,0,1
43.6,134,19,1,Male,5,134,0.68,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,28.98,13,44.86,1,0,0,1
537.9,59,3,0,Female,17,59,0.26,0,0,1,0,0,0,0,0,0,0,0,1,18,16,2,17.72,1,5.64,1,0,0,1
71.2,281,20,0,Female,10,281,0.4,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,28.98,0,0,1,0,0,1
143.5,265,23,1,Male,22,265,0.22,1,0,0,1,0,0,0,0,0,0,0,1,20,0,7,60.97,2,3.28,1,0,0,1
113.6,39,25,0,Female,5,39,0.51,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,59.01,4,6.78,0,0,0,1
85.6,45,23,1,Male,3,45,1.01,0,0,1,0,0,0,0,0,0,0,0,1,13,0,7,60.97,6,9.84,0,0,0,1
299.45,42,24,0,Female,17,42,1.42,0,0,0,1,0,0,0,0,0,0,0,1,93,0,7,60.97,8,13.12,2,0,0,1
318.6,57,38,0,Female,8,57,0.99,0,0,1,1,0,0,0,0,0,0,0,2,30,0,7,60.97,5,8.2,2,0,0,1
413.5,8,21,0,Female,30,8,0.44,0,0,0,1,0,0,0,0,0,0,0,1,54,0,7,56.98,13,22.82,3,0,0,1
435.5,174,30,1,Male,16,174,0.57,0,0,0,0,0,0,0,1,0,0,0,1,37,0,7,60.97,0,0,2,0,0,1
142.6,49,3,1,Male,6,49,0.38,0,0,1,0,0,0,0,0,0,0,0,1,7,6,2,17.42,2,11.48,2,0,0,1
708.2,10,6,1,Male,25,10,0.72,0,0,1,0,0,0,0,0,0,0,0,1,74,69,2,17.42,6,34.44,2,0,0,0
47.2,329,22,0,Female,11,329,0.05,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,28.98,2,6.9,1,0,0,1
213.2,82,20,1,Male,14,82,0.31,0,0,0,0,0,0,0,1,0,0,0,1,16,0,7,60.97,0,0,2,0,0,1
53.6,0,22,1,Male,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,30.03,4,13.32,0,0,0,1
53.2,350,37,1,Male,12,350,0.06,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,28.98,6,20.7,1,0,0,1
103.6,93,22,0,Female,5,93,0.31,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,0,0,0,0,0,1
145.6,111,26,0,Female,9,111,0.1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,60.97,0,0,2,0,0,1
142.6,13,34,1,Male,4,13,0.95,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,60.97,14,22.96,0,0,0,1
142.7,43,20,0,Female,14,43,0.58,0,0,0,1,0,0,0,0,0,0,0,1,31,0,7,60.97,4,6.56,2,0,0,1
37.6,0,20,1,Male,1,0,2.41,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,30.03,10,33.3,0,0,0,1
165.8,12,24,1,Male,7,12,1.64,0,0,0,1,0,0,0,0,0,0,0,1,51,0,7,60.97,9,14.76,0,0,0,1
270.3,9,35,1,Male,38,9,0.03,1,0,0,1,0,0,0,0,0,0,0,1,5,0,7,60.97,3,4.92,3,0,0,1
671.4,47,30,0,Female,34,47,1.52,0,0,0,1,0,0,0,0,0,0,0,1,212,0,7,30.03,10,33.3,2,0,0,1
227.6,22,20,0,Female,8,22,0.31,0,0,1,0,0,0,0,0,0,0,0,1,12,0,7,60.97,5,8.2,0,0,0,1
122.5,0,20,1,Male,11,0,1.01,0,0,0,1,0,0,0,0,0,0,0,1,47,0,7,21.98,8,36.4,1,0,0,0
112.3,54,40,1,Male,5,54,1.59,0,0,0,1,0,0,0,0,0,0,0,1,29,0,7,62.02,3,4.84,1,0,0,1
276.1,2,37,0,Female,10,2,0.67,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,30.03,6,19.98,1,0,0,1
46,13,30,0,Female,1,13,1.93,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,38.99,11,28.21,0,0,0,1
1687.4,5,6,1,Male,50,5,0.41,0,0,1,0,0,0,0,0,0,0,0,1,81,74,2,17.14,3,17.5,5,0,0,0
204.85,90,31,1,Male,6,90,1.44,0,0,1,1,0,0,0,0,0,0,0,2,42,0,7,90.02,1,1.11,0,0,0,1
45.3,15,24,1,Male,2,15,1.3,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,39.97,15,37.53,0,0,0,1
87.5,0,24,1,Male,29,0,0.06,0,0,0,0,0,1,0,0,0,0,0,1,7,0,7,30.03,6,19.98,3,0,0,0
94.7,2,23,1,Male,17,2,0.13,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,60.97,2,3.28,2,0,0,0
143.4,14,59,1,Male,3,14,0.3,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,3,4.92,0,0,0,1
118.2,47,29,0,Female,4,47,0.27,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,8.71,2,22.96,0,0,0,1
38.5,37,19,1,Male,1,37,0.53,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,38.99,3,7.69,0,0,0,1
233.6,22,29,1,Male,13,22,0.44,0,0,1,0,0,0,0,0,0,0,0,1,24,19,1,3.14,1,31.85,1,0,0,0
834.8,105,3,0,Female,24,105,0.5,0,0,1,0,0,0,0,0,0,0,0,1,46,44,2,17.42,0,0,3,0,0,1
83.6,62,36,1,Male,3,62,0.42,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,60.97,0,0,0,0,0,1
414.6,6,7,0,Female,15,6,0.6,0,0,1,0,0,0,0,0,0,0,0,1,37,22,2,6.28,2,31.85,2,0,0,0
70.6,20,61,0,Female,2,20,0.16,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,28.98,1,3.45,0,0,0,1
71.6,30,29,0,Female,4,30,0.38,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,30.03,2,6.66,0,0,0,1
152.2,343,39,0,Female,12,343,0.04,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2,17.72,0,0,1,0,0,1
59.5,28,19,0,Female,2,28,0.58,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,3,4.92,0,0,0,1
91.5,9,17,0,Female,0,9,0.45,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4,15.44,2,12.95,0,0,0,0
146.6,71,23,1,Male,2,71,0.17,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,59.99,0,0,0,0,0,1
201,58,22,0,Female,15,58,0.72,0,0,0,1,0,0,0,0,0,0,0,1,41,0,7,60.97,2,3.28,2,0,0,1
100.2,16,69,0,Female,2,16,0.88,0,0,1,0,0,0,0,0,0,0,0,1,8,0,7,52.01,7,13.46,0,0,0,0
831.8,19,42,0,Female,33,19,0.45,0,0,0,1,0,0,0,0,0,0,0,1,61,0,7,60.97,3,4.92,3,0,0,0
350.6,1,66,1,Male,13,1,2.61,0,0,0,0,0,0,0,0,0,1,0,1,147,0,7,56.98,24,42.12,1,0,0,0
86.5,161,21,0,Female,7,161,0.33,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,3,4.92,1,0,0,0
248.6,13,31,0,Female,8,13,2.95,0,0,0,1,0,0,0,0,0,0,0,1,109,0,7,60.97,33,54.12,0,0,0,1
47.6,1,20,0,Female,1,1,1.81,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,30.03,9,29.97,0,0,0,1
218.7,57,21,0,Female,8,57,0.53,0,0,0,1,0,0,0,1,0,0,0,2,18,0,7,60.97,1,1.64,1,0,0,0
193.1,59,24,0,Female,50,59,0.11,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,60.97,2,3.28,5,0,0,1
143.1,267,21,1,Male,41,267,0.09,1,0,0,1,0,0,0,0,0,0,0,1,14,0,7,35,2,5.71,4,0,0,1
505.5,7,62,0,Female,16,7,1,0,0,0,1,0,0,0,0,0,0,0,1,64,0,7,21.98,1,4.55,2,0,0,0
57.6,46,35,1,Male,2,46,0.17,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,53.97,2,3.71,0,0,0,1
145.4,32,22,0,Female,8,32,1.25,0,0,0,1,0,0,0,0,0,0,0,1,43,0,7,60.97,8,13.12,0,0,0,1
53.6,55,22,0,Female,4,55,0.28,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,66.99,1,1.49,0,0,0,1
64.9,32,24,0,Female,3,32,0.34,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,4,6.56,0,0,0,1
40.4,42,19,0,Female,2,42,0.66,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,5,8.2,0,0,0,1
549,47,40,1,Male,21,47,1.84,0,0,0,1,0,0,0,0,0,0,0,1,155,0,7,62.02,9,14.51,2,0,0,1
266.72,31,10,0,Female,8,31,0.5,0,0,0,0,0,0,1,0,0,0,0,1,13,11,1,8.57,3,35.01,2,0,0,1
293.6,35,29,0,Female,9,35,0.77,0,0,1,0,0,0,0,0,0,0,0,1,26,22,2,17.42,9,51.66,2,0,0,1
68.6,37,21,1,Male,3,37,1.29,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,8,13.12,0,0,0,1
95.2,5,63,1,Male,2,5,1.8,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,10.01,3,29.97,0,0,0,1
98.6,37,40,0,Female,2,37,1.14,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,60.97,16,26.24,0,0,0,1
65.4,29,29,1,Male,2,29,0.35,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,35,2,5.71,0,0,0,1
1116.22,5,3,0,Female,29,5,0.72,0,0,1,0,0,0,0,0,0,0,0,1,85,72,2,17.14,6,35.01,3,0,0,0
418.8,284,39,0,Female,20,284,0.2,0,0,1,0,0,0,0,0,0,0,0,1,17,0,7,60.97,0,0,1,0,0,1
337.1,22,14,0,Female,4,22,0.48,0,0,0,0,0,0,1,0,0,0,0,1,9,7,1,8.71,4,45.92,0,0,0,1
186,28,24,0,Female,15,28,0.4,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,60.97,10,16.4,1,0,0,1
38.6,46,23,0,Female,3,46,0.45,0,0,0,1,0,0,0,0,0,0,0,1,5,5,4,34.84,3,8.61,0,0,0,1
97.6,14,32,1,Male,3,14,0.47,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,30.03,2,6.66,0,0,0,1
35.6,41,24,0,Female,2,41,0.43,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,48.02,3,6.25,0,0,0,1
73.6,139,21,1,Male,6,139,0.52,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,28.98,3,10.35,1,0,0,1
64,51,31,1,Male,15,51,0.07,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,4,6.56,2,0,0,1
113.6,4,21,0,Female,3,4,1.08,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,62.02,11,17.74,0,0,0,1
37.6,179,22,1,Male,6,179,0.33,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,28.98,9,31.06,1,0,0,1
232.2,47,23,1,Male,17,47,1.03,1,0,0,1,0,0,0,0,0,0,0,1,68,0,7,30.03,11,36.63,2,0,0,1
462.6,93,69,0,Female,18,93,0.95,0,0,0,1,0,0,0,0,0,0,0,1,70,0,7,62.02,6,9.67,2,0,0,0
492.6,355,16,0,Female,13,355,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,17.42,0,0,1,0,0,0
110.3,50,23,1,Male,38,50,0.04,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,5,8.2,4,0,0,1
73.6,140,20,0,Female,6,140,0.47,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,28.98,5,17.25,1,0,0,1
480.6,0,41,0,Female,13,0,1.49,0,0,1,0,0,0,0,0,0,0,0,1,83,83,2,17.42,14,80.37,1,0,0,0
242.1,58,24,0,Female,13,58,0.62,0,0,1,1,0,1,0,0,0,0,0,3,30,4,4,34.84,1,2.87,2,0,0,1
849.95,751,14,1,Male,33,751,0.01,0,0,0,0,0,1,0,0,0,0,0,1,2,3,4,34.84,0,0,2,0,0,1
112.27,36,30,0,Female,4,36,0.21,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,24.99,2,8,0,0,0,1
293.9,49,14,0,Female,6,49,0.52,0,0,1,0,0,0,0,0,0,0,0,1,14,14,4,34.84,1,2.87,0,0,0,1
119.2,281,22,0,Female,12,281,0.67,0,0,0,1,0,0,0,0,0,0,0,1,32,0,7,28.98,0,0,1,0,0,1
87.2,15,0,0,Female,3,15,0.43,0,0,1,0,0,0,0,0,0,0,0,1,5,1,2,8,2,25,1,0,0,0
130.5,26,21,0,Female,10,26,0.78,0,0,0,1,0,0,0,0,0,0,0,1,29,0,7,60.97,9,14.76,2,0,0,1
243.85,99,35,1,Male,22,99,0.15,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,60.97,0,0,3,0,0,1
914.8,808,24,1,Male,54,808,1.07,0,0,1,0,0,0,0,0,0,0,0,1,234,0,7,60.97,12,19.68,5,0,0,1
37.6,45,21,1,Male,2,45,0.29,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,46.97,2,4.26,0,0,0,1
190.7,221,19,0,Female,11,221,0.07,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,17.42,0,0,1,1,2,1
81.2,0,5,0,Female,1,0,0.92,0,0,1,0,0,0,0,0,0,0,0,1,7,6,2,14.86,7,47.11,0,0,0,0
177.1,60,1,0,Female,5,60,0.37,0,0,1,0,0,0,0,0,0,0,0,1,7,5,1,8.71,4,45.92,1,0,0,1
80.85,38,42,0,Female,2,38,0.33,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,32.97,0,0,0,0,0,0
464.3,31,23,0,Female,21,31,1.59,0,0,0,1,0,0,0,1,0,0,0,2,141,0,7,67.97,10,14.71,1,0,0,1
